row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,vendor_code
9514,MX-2014-162705,2014-12-03,2014-12-08,Standard Class,CT-11995,FUR-BO-10002679,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",250.2,3,0,80.04,33.71,High,VE_009
11329,ES-2012-2209297,2012-05-23,2012-05-28,Standard Class,RB-19570,OFF-AR-10002783,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",225.45,9,0,13.5,26.71,Medium,VE_017
42823,NI-2012-5650,2012-01-30,2012-01-30,Same Day,CM-1830,OFF-BIN-10000772,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",8.955,1,0.7,-14.055,2.33,Critical,VE_062
31703,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,26.04,Medium,VE_008
28988,IN-2013-36158,2013-12-25,2014-01-01,Standard Class,KA-16525,OFF-BI-10004105,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",213.36,7,0,59.64,24.97,Low,VE_030
15522,ES-2012-5557687,2012-05-14,2012-05-20,Standard Class,EM-14095,OFF-ST-10002506,Office Supplies,Storage,"Smead Lockers, Blue",793.68,4,0,134.88,57.9,Medium,VE_018
14630,ES-2014-2873001,2014-04-17,2014-04-23,Standard Class,MH-18025,TEC-CO-10003474,Technology,Copiers,"Brother Personal Copier, Digital",605.7525,5,0.15,-92.6475,30.76,Medium,VE_024
5512,MX-2011-168928,2011-05-28,2011-05-28,Same Day,SJ-20500,TEC-AC-10004713,Technology,Accessories,"Logitech Mouse, Erganomic",54.18,3,0,10.26,0.93,Medium,VE_014
47113,CA-2013-4030,2013-08-21,2013-08-28,Standard Class,RA-9285,TEC-KON-10000091,Technology,Machines,"Konica Calculator, Red",97.56,2,0,38.04,3.51,Medium,VE_058
2438,MX-2014-152793,2014-11-20,2014-11-25,Standard Class,JL-15175,TEC-CO-10000395,Technology,Copiers,"Hewlett Fax Machine, Laser",1064.2672,5,0.002,531.0672,69.81,Medium,VE_008
12484,IT-2013-3526993,2013-02-16,2013-02-21,Standard Class,DM-13345,FUR-BO-10003103,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",1110.267,3,0.1,110.997,30.33,Medium,VE_017
47763,SU-2014-8900,2014-08-20,2014-08-26,Standard Class,BW-1200,TEC-MEM-10004782,Technology,Accessories,"Memorex Keyboard, Erganomic",414.9,6,0,8.28,22.05,Low,VE_019
39127,CA-2012-137302,2012-04-26,2012-05-01,Standard Class,BW-11110,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,311.976,3,0.2,38.997,21.99,Medium,VE_010
36106,CA-2012-151589,2012-12-27,2012-12-30,First Class,RE-19450,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,195.64,4,0,91.9508,28.19,High,VE_005
13450,ES-2013-5782100,2013-08-08,2013-08-12,Standard Class,AH-10075,FUR-CH-10002647,Furniture,Chairs,"Novimex Rocking Chair, Red",657.15,5,0,118.2,75.55,High,VE_028
48899,NI-2014-7410,2014-08-12,2014-08-17,Standard Class,SF-10200,OFF-BIC-10004976,Office Supplies,Art,"BIC Markers, Water Color",8.883,1,0.7,-10.377,0.75,Medium,VE_021
9596,MX-2012-140767,2012-02-18,2012-02-22,Standard Class,RB-19795,OFF-BI-10000806,Office Supplies,Binders,"Acco Index Tab, Economy",13.44,2,0,2.4,0,Medium,VE_005
39777,CA-2011-109890,2011-07-21,2011-07-27,Standard Class,PG-18820,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,2,0,10.0744,1.73,Medium,VE_058
18643,ES-2013-5113556,2013-05-24,2013-05-30,Standard Class,NG-18430,OFF-ST-10002555,Office Supplies,Storage,"Eldon Lockers, Industrial",396.78,2,0,194.4,40.72,Low,VE_018
34866,CA-2014-168109,2014-07-04,2014-07-04,Same Day,JK-15640,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,2395.2,6,0.2,209.58,396.92,High,VE_057
35728,CA-2013-168893,2013-11-04,2013-11-09,Second Class,AP-10915,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.0748,1.03,High,VE_001
28231,ID-2014-74119,2014-09-30,2014-10-04,Second Class,DH-13675,TEC-MA-10001811,Technology,Machines,"Okidata Card Printer, Durable",395.8875,3,0.25,-110.9025,54.49,High,VE_038
49074,CA-2013-1140,2013-01-03,2013-01-05,Second Class,TC-11475,TEC-OKI-10001385,Technology,Machines,"Okidata Inkjet, White",311.25,1,0,40.44,31.3,High,VE_058
14257,IT-2011-4565126,2011-11-28,2011-12-03,Second Class,RB-19570,TEC-PH-10003963,Technology,Phones,"Apple Signal Booster, Full Size",413.82,6,0.5,-372.6,24.54,Medium,VE_019
31647,CA-2013-129714,2013-09-02,2013-09-04,First Class,AB-10060,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.5432,6.53,Critical,VE_055
34772,CA-2013-144911,2013-11-28,2013-12-01,First Class,RW-19630,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,5,0,15.378,9.73,Critical,VE_010
45382,TZ-2013-620,2013-04-02,2013-04-08,Standard Class,SM-10950,OFF-AVE-10004512,Office Supplies,Binders,"Avery Hole Reinforcements, Economy",4.41,1,0,0,0.3,Medium,VE_021
16602,ES-2014-2194172,2014-10-21,2014-10-27,Standard Class,SU-20665,OFF-BI-10004028,Office Supplies,Binders,"Ibico Index Tab, Durable",18.54,2,0,8.1,1.5,Medium,VE_026
40926,CA-2011-118192,2011-01-14,2011-01-19,Standard Class,MM-17920,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.438,2,0.7,-2.5212,0.27,Medium,VE_006
46533,YM-2012-9880,2012-04-03,2012-04-07,Standard Class,CK-2205,OFF-BIC-10003473,Office Supplies,Art,"BIC Markers, Fluorescent",8.307,1,0.7,-17.193,0.75,High,VE_048
21666,IN-2011-56990,2011-02-02,2011-02-05,First Class,ES-14080,TEC-MA-10002874,Technology,Machines,"Epson Receipt Printer, Wireless",468.12,4,0,112.32,26.59,Medium,VE_033
36304,CA-2012-169796,2012-11-09,2012-11-14,Standard Class,Dp-13240,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498,1.54,High,VE_006
29040,ID-2013-40694,2013-04-19,2013-04-24,Standard Class,FA-14230,OFF-AR-10002256,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",71.4378,2,0.27,-10.8222,11.29,High,VE_005
31913,CA-2014-117947,2014-08-19,2014-08-24,Second Class,NG-18355,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872,2.12,Medium,VE_003
51215,GG-2014-4090,2014-08-11,2014-08-16,Standard Class,SJ-10215,OFF-HAR-10002083,Office Supplies,Labels,"Harbour Creations Round Labels, 5000 Label Set",28.56,4,0,11.04,1.03,Medium,VE_047
42495,TU-2011-4150,2011-11-21,2011-11-21,Same Day,LR-6915,FUR-SAF-10001136,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",68.172,1,0.6,-20.478,9.01,High,VE_031
3159,MX-2013-167276,2013-06-11,2013-06-16,Standard Class,AJ-10960,OFF-ST-10004368,Office Supplies,Storage,"Tenex Trays, Industrial",328.14,9,0,127.8,55.17,High,VE_006
36708,CA-2014-166856,2014-09-19,2014-09-23,Standard Class,TS-21505,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.2,3.528,0.64,High,VE_006
39973,CA-2014-163265,2014-02-17,2014-02-22,Standard Class,JS-16030,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",7.692,1,0.6,-3.6537,0.35,Medium,VE_003
25554,IN-2012-69765,2012-04-07,2012-04-12,Standard Class,SV-20935,OFF-ST-10003017,Office Supplies,Storage,"Tenex Box, Industrial",33.96,2,0,5.04,4.52,High,VE_035
50738,TU-2014-8830,2014-06-30,2014-07-04,Standard Class,SC-10770,TEC-EPS-10001644,Technology,Machines,"Epson Phone, Durable",194.616,6,0.6,-223.884,11.89,Medium,VE_052
11495,ES-2012-1881846,2012-12-25,2012-12-29,Standard Class,BP-11290,OFF-EN-10001202,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",37.62,3,0,18,3.67,Medium,VE_018
45651,TU-2011-5500,2011-06-27,2011-07-02,Standard Class,EP-3915,TEC-STA-10001487,Technology,Machines,"StarTech Calculator, White",61.392,4,0.6,-89.088,5.47,Medium,VE_052
4365,MX-2014-107244,2014-06-17,2014-06-22,Standard Class,SC-20020,OFF-ST-10002423,Office Supplies,Storage,"Smead Shelving, Single Width",65.28,2,0,20.2,3,High,VE_001
3793,MX-2014-137869,2014-04-23,2014-04-27,Second Class,TR-21325,TEC-PH-10001095,Technology,Phones,"Nokia Headset, with Caller ID",146.22,3,0,13.14,17.9,High,VE_007
9532,MX-2013-169572,2013-07-25,2013-08-01,Standard Class,MS-17830,OFF-EN-10004580,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",169.9,5,0,15.2,20.56,Medium,VE_005
36459,CA-2013-115378,2013-11-19,2013-11-24,Second Class,AJ-10945,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156,27.19,Medium,VE_056
237,MX-2014-165435,2014-05-07,2014-05-11,Second Class,KD-16495,FUR-BO-10002325,Furniture,Bookcases,"Bush Classic Bookcase, Metal",549.52,2,0,109.88,31.65,Medium,VE_002
22258,ID-2013-49248,2013-05-07,2013-05-09,First Class,CM-11830,FUR-BO-10004399,Furniture,Bookcases,"Bush Floating Shelf Set, Pine",435.0024,4,0.37,-214.0776,68.91,High,VE_040
6496,US-2013-136049,2013-09-21,2013-09-27,Standard Class,CM-12235,OFF-SU-10004361,Office Supplies,Supplies,"Kleencut Trimmer, High Speed",55.24,5,0.6,-55.26,7.25,Low,VE_005
32782,CA-2011-119032,2011-11-27,2011-12-03,Standard Class,MS-17770,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76,2,0,1.316,0.25,Medium,VE_006
11007,ES-2014-3977309,2014-11-12,2014-11-16,Standard Class,DL-13315,TEC-CO-10001375,Technology,Copiers,"Brother Copy Machine, Color",1846.11,7,0,793.8,136.99,Medium,VE_014
13167,IT-2013-3788004,2013-10-11,2013-10-15,Standard Class,JM-15580,TEC-AC-10001056,Technology,Accessories,"Belkin Router, USB",1553.76,6,0,730.26,139.75,High,VE_014
6495,MX-2014-124996,2014-01-17,2014-01-22,Standard Class,RC-19825,FUR-FU-10002818,Furniture,Furnishings,"Advantus Stacking Tray, Black",123.34,7,0,61.6,6,Medium,VE_009
45871,PL-2014-290,2014-04-21,2014-04-27,Standard Class,CC-2220,OFF-ROG-10001340,Office Supplies,Storage,"Rogers File Cart, Industrial",283.2,2,0,48.12,17.83,Medium,VE_047
50686,MO-2014-9670,2014-09-02,2014-09-03,Same Day,LC-7050,FUR-RUB-10001190,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",390.24,8,0,195.12,46.45,High,VE_023
21169,IN-2013-41534,2013-09-06,2013-09-11,Standard Class,RD-19930,OFF-SU-10001407,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",175.68,4,0,40.32,18.91,Medium,VE_030
35518,CA-2014-134565,2014-06-12,2014-06-14,Second Class,TB-21400,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,5,0.2,130.2075,27.21,Medium,VE_010
33446,CA-2014-102771,2014-04-01,2014-04-06,Standard Class,DO-13435,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5,0,22.087,7.26,Medium,VE_013
17791,ES-2012-3181108,2012-11-05,2012-11-09,Standard Class,MR-17545,OFF-BI-10003642,Office Supplies,Binders,"Wilson Jones Binder, Economy",78.12,6,0,24.12,11.61,High,VE_018
14325,ES-2013-4790317,2013-03-08,2013-03-08,Same Day,PO-19180,OFF-LA-10000379,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",22.68,2,0,3.6,1.59,High,VE_021
14791,IT-2013-4213400,2013-11-22,2013-11-24,Second Class,MZ-17515,TEC-CO-10000119,Technology,Copiers,"HP Fax Machine, Color",271.242,1,0.1,-30.138,45.25,High,VE_022
32181,CA-2011-134061,2011-04-29,2011-05-04,Standard Class,LL-16840,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0,5.9364,1.76,Medium,VE_056
2461,US-2012-142727,2012-06-02,2012-06-07,Standard Class,PC-18745,OFF-BI-10004980,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",11.4,5,0.4,-4.8,1.07,Medium,VE_005
38973,CA-2011-142951,2011-10-08,2011-10-08,Same Day,JG-15115,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",23.472,3,0.2,4.9878,2.94,Medium,VE_008
4210,US-2014-103926,2014-03-08,2014-03-08,Same Day,JD-16015,OFF-FA-10002991,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",21.024,3,0.2,0.504,2.9,High,VE_005
27631,IN-2012-60441,2012-02-28,2012-02-29,Same Day,HF-14995,TEC-PH-10004933,Technology,Phones,"Samsung Headset, VoIP",131.922,2,0.1,46.902,25.33,High,VE_038
8258,MX-2014-134775,2014-10-09,2014-10-14,Standard Class,LA-16780,OFF-LA-10001469,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",17.76,3,0,8.16,0.96,Medium,VE_001
46054,PL-2014-5000,2014-12-18,2014-12-25,Standard Class,ME-7725,OFF-STA-10001791,Office Supplies,Art,"Stanley Highlighters, Water Color",71.52,4,0,24.24,4.59,Medium,VE_035
39103,CA-2012-102260,2012-09-22,2012-09-26,Standard Class,SJ-20125,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",3.204,2,0.7,-2.5632,0.17,Medium,VE_056
12150,ES-2013-3544260,2013-05-28,2013-06-01,Second Class,PR-18880,FUR-CH-10001674,Furniture,Chairs,"Office Star Chairmat, Adjustable",204.93,3,0,79.92,27.8,High,VE_012
18725,ES-2012-1198526,2012-06-16,2012-06-19,First Class,HM-14860,OFF-EN-10001979,Office Supplies,Envelopes,"Cameo Clasp Envelope, Security-Tint",35.73,3,0,8.55,5.1,Medium,VE_021
1382,MX-2012-150910,2012-04-20,2012-04-21,First Class,JC-15385,OFF-BI-10003975,Office Supplies,Binders,"Cardinal Index Tab, Durable",15.24,3,0,6.06,3.01,High,VE_005
34658,US-2012-142020,2012-06-04,2012-06-08,Second Class,TC-21535,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0,11.9952,2.07,Medium,VE_003
3324,MX-2014-138226,2014-10-27,2014-11-02,Standard Class,JD-16060,TEC-CO-10002998,Technology,Copiers,"Sharp Ink, Laser",662.19296,8,0.002,197.71296,31.75,Medium,VE_011
15953,IT-2011-3183678,2011-09-23,2011-09-25,First Class,ZC-21910,OFF-AP-10000486,Office Supplies,Appliances,"Cuisinart Stove, Silver",3018.624,7,0.2,377.244,655.91,Critical,VE_018
17460,ES-2012-2756176,2012-01-25,2012-01-30,Standard Class,RA-19885,OFF-EN-10004759,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",231.15,5,0,97.05,12.16,Medium,VE_018
31566,US-2014-145366,2014-12-10,2014-12-14,Standard Class,CA-12310,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591,6.43,Medium,VE_055
